Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Sex,Country,Timestamp,Clicked on Ad
66.14,41,78092.95,165.27,Re-engineered impactful software,Rhyl,Female,Wales,23/03/2016 08:52,0
43.65,39,63649.04,138.87,Business-focused background synergy,Swansea,Female,Wales,08/05/2016 22:24,1
59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,East Kilbride,Male,Scotland,06/04/2016 05:55,0
46.61,52,27241.11,156.99,Ergonomic methodical encoding,Tonypandy,Female,Wales,05/04/2016 05:54,1
89.37,34,42760.22,162.03,Compatible dedicated productivity,Barry,Male,Wales,16/04/2016 12:26,0
65.1,49,59457.52,118.1,Up-sized real-time methodology,Cardiff,Male,Wales,01/06/2016 03:44,1
53.44,42,42907.89,108.17,Up-sized next generation architecture,Bridgend,Male,Wales,04/04/2016 22:00,1
79.53,51,46132.18,244.91,Managed 6thgeneration hierarchy,Aberdeen,Female,Scotland,26/06/2016 04:22,0
91.43,39,46964.11,209.91,Organic motivating model,Hamilton,Male,Scotland,07/07/2016 03:55,0
73.57,30,70377.23,212.38,Pre-emptive transitional protocol,Glasgow,Female,Scotland,20/03/2016 08:22,0
78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,Dundee,Male,Scotland,20/04/2016 10:04,0
76.49,23,56457.01,181.11,Public-key asynchronous matrix,Llanelli,Female,Wales,25/03/2016 05:05,0
61.72,26,67279.06,218.49,Grass-roots systematic hardware,Birmingham,Female,England,14/02/2016 07:15,0
84.53,35,54773.99,236.29,User-centric composite contingency,Bristol,Female,England,26/03/2016 00:32,0
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Glasgow,Male,Scotland,05/07/2016 22:33,0
77.47,36,70510.59,222.91,Assimilated actuating policy,Dundee,Male,Scotland,14/03/2016 03:29,0
75.65,39,64021.55,247.9,Organized upward-trending contingency,Glasgow,Male,Scotland,30/05/2016 02:34,0
78.15,33,72042.85,194.37,Ergonomic neutral portal,Southampton,Female,England,07/03/2016 22:32,0
63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,Newport,Male,Wales,19/03/2016 00:27,1
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Bridgend,Female,Wales,18/06/2016 05:17,0
42.6,55,55121.65,168.29,Switchable analyzing encryption,Birmingham,Female,England,11/07/2016 18:12,1
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Paisley,Female,Scotland,01/01/2016 08:27,0
83.4,39,60879.48,235.01,Advanced local task-force,Hamilton,Female,Scotland,07/04/2016 01:57,0
79.53,33,61467.33,236.72,Profound well-modulated array,Livingston,Female,Scotland,28/02/2016 22:02,0
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Paisley,Male,Scotland,26/06/2016 17:25,0
75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,Dundee,Female,Scotland,21/01/2016 04:30,0
81.95,31,64698.58,208.76,Distributed cohesive migration,Swansea,Male,Wales,01/05/2016 21:46,0
56.39,58,32252.38,154.23,Programmable uniform website,Cumbernauld,Female,Scotland,14/02/2016 10:06,1
44.73,35,55316.97,127.56,Object-based neutral policy,Paisley,Male,Scotland,27/01/2016 18:25,1
38.35,33,47447.89,145.48,Horizontal global leverage,Newport,Male,Wales,16/06/2016 20:24,1
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,Cardiff,Female,Wales,21/07/2016 10:01,0
56.2,49,53549.94,114.85,Adaptive uniform capability,Nottingham,Male,England,21/04/2016 18:31,1
79.67,28,58576.12,226.79,Total grid-enabled application,London,Female,England,20/07/2016 01:56,0
75.42,26,63373.7,164.25,Optional regional throughput,Cardiff,Male,Wales,26/02/2016 17:14,0
78.64,31,60283.47,235.28,Integrated client-server definition,Liverpool,Male,England,16/01/2016 17:56,0
67.69,44,37345.34,109.22,Fundamental methodical support,London,Female,England,01/04/2016 01:57,1
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,Newcastle,Male,England,24/06/2016 08:42,1
59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Liverpool,Male,England,27/05/2016 18:45,0
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,Southampton,Female,England,26/05/2016 15:40,0
64.75,36,63001.03,117.66,Multi-tiered stable leverage,Cardiff,Female,Wales,06/04/2016 01:19,1
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Newcastle,Male,England,08/01/2016 19:38,0
47.9,42,48467.68,114.53,Cross-group human-resource time-frame,Cumbernauld,Female,Scotland,24/02/2016 19:08,1
80.38,30,55130.96,238.06,Business-focused holistic benchmark,Edinburgh,Female,Scotland,10/03/2016 07:07,0
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Sheffield,Male,England,29/04/2016 07:49,0
71.28,37,67307.43,246.72,Distributed scalable orchestration,Cardiff,Male,Wales,10/04/2016 16:08,0
50.32,40,27964.6,125.65,Realigned intangible benchmark,Livingston,Female,Scotland,27/04/2016 18:25,1
72.76,33,66431.87,240.63,Virtual impactful algorithm,Bristol,Male,England,10/05/2016 04:28,0
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Bristol,Female,England,03/01/2016 23:21,0
74.59,23,40135.06,158.35,Phased clear-thinking encoding,Glasgow,Male,Scotland,15/02/2016 16:52,1
46.66,45,49101.67,118.16,Grass-roots mission-critical emulation,Swansea,Female,Wales,09/03/2016 02:07,1
48.86,54,53188.69,134.46,Proactive encompassing paradigm,Cwmbran,Female,Wales,09/01/2016 17:33,1
37.05,39,49742.83,142.81,Automated object-oriented firmware,Llanelli,Male,Wales,03/02/2016 05:47,1
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,London,Female,England,02/01/2016 09:30,0
66.89,23,64433.99,208.24,Universal incremental array,Southampton,Male,England,04/01/2016 07:28,0
68.11,38,73884.48,231.21,Reactive national success,Edinburgh,Female,Scotland,07/01/2016 21:21,0
69.15,46,36424.94,112.72,Automated multi-state toolset,Newport,Female,Wales,24/07/2016 00:22,1
65.72,36,28275.48,120.12,Managed didactic flexibility,Dundee,Female,Scotland,13/02/2016 13:57,1
40.04,27,48098.86,161.58,Cross-platform neutral system engine,Leeds,Female,England,08/05/2016 10:25,1
68.6,33,68448.94,135.08,Focused high-level frame,Tonypandy,Female,Wales,17/02/2016 18:50,1
56.16,25,66429.84,164.25,Seamless motivating approach,Rhyl,Male,Wales,22/01/2016 19:43,1
78.6,46,41768.13,254.59,Enhanced systematic adapter,Cumbernauld,Male,Scotland,20/07/2016 13:21,0
78.29,38,57844.96,252.07,Networked regional Local Area Network,Hamilton,Female,Scotland,05/01/2016 20:58,0
43.83,45,35684.82,129.01,Total human-resource flexibility,Tonypandy,Female,Wales,29/01/2016 05:39,1
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,Cumbernauld,Female,Scotland,17/06/2016 20:18,0
39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,Paisley,Female,Scotland,23/02/2016 13:55,1
66.77,25,58847.07,141.13,Cross-platform zero-defect structure,Cwmbran,Female,Wales,09/07/2016 11:18,1
57.2,42,57739.03,110.66,Innovative maximized groupware,Wrexham,Female,Wales,19/03/2016 11:09,1
73.15,25,64631.22,211.12,Face-to-face executive encryption,Edinburgh,Male,Scotland,29/01/2016 07:14,0
82.07,24,50337.93,193.97,Monitored local Internet solution,Glasgow,Female,Scotland,14/06/2016 07:02,0
49.84,38,67781.31,135.24,Phased hybrid superstructure,Barry,Male,Wales,18/05/2016 03:19,1
43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,Bristol,Male,England,30/01/2016 09:54,1
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Hamilton,Male,Scotland,25/04/2016 16:58,0
74.84,37,64775.1,246.44,User-friendly impactful time-frame,Barry,Male,Wales,14/01/2016 16:30,0
83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,Liverpool,Female,England,06/07/2016 05:34,0
38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,Dunfermline,Female,Scotland,07/04/2016 10:51,1
84,48,46868.53,136.21,Inverse discrete extranet,Sheffield,Male,England,17/04/2016 05:08,1
52.13,50,40926.93,118.27,Open-source even-keeled database,Swansea,Male,Wales,28/01/2016 17:03,1
71.83,40,22205.74,135.48,Diverse background ability,Birmingham,Male,England,18/02/2016 22:42,1
78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,Sheffield,Male,England,24/06/2016 21:09,0
50.18,35,63006.14,127.82,Customizable hybrid system engine,Aberdeen,Male,Scotland,20/06/2016 04:24,1
64.67,51,24316.61,138.35,Horizontal incremental website,Sheffield,Male,England,14/02/2016 16:33,1
69.5,26,68348.99,203.84,Front-line systemic capability,London,Female,England,27/02/2016 13:51,0
65.22,30,66263.37,240.09,Fully-configurable foreground solution,Llanelli,Male,Wales,07/05/2016 15:16,0
62.06,40,63493.6,116.27,Digitized radical array,Edinburgh,Male,Scotland,16/03/2016 20:10,1
84.29,30,56984.09,160.33,Team-oriented transitional methodology,Cardiff,Male,Wales,26/06/2016 02:06,1
32.91,37,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Glasgow,Female,Scotland,17/07/2016 14:26,1
39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,Edinburgh,Male,Scotland,28/01/2016 16:42,1
75.19,31,33502.57,245.76,Implemented discrete frame,Cardiff,Male,Wales,16/06/2016 18:04,0
76.21,31,65834.97,228.94,Ameliorated exuding encryption,Southampton,Male,England,19/06/2016 23:21,0
67.76,31,66176.97,242.59,Programmable high-level benchmark,Newcastle,Female,England,24/05/2016 17:42,0
40.01,53,51463.17,161.77,Sharable multimedia conglomeration,Southampton,Female,England,01/03/2016 22:06,1
52.7,41,41059.64,109.34,Team-oriented high-level orchestration,Wrexham,Male,Wales,31/01/2016 08:50,1
68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Nottingham,Female,England,30/04/2016 15:27,0
35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,Aberdeen,Female,Scotland,13/01/2016 20:38,1
74.54,24,57518.73,219.75,Switchable secondary ability,Newcastle,Female,England,30/03/2016 16:15,0
81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,London,Male,England,29/04/2016 18:53,0
87.85,31,52178.98,210.27,Compatible scalable emulation,London,Male,England,14/06/2016 19:48,0
60.23,60,46239.14,151.54,Seamless optimal contingency,Rhyl,Male,Wales,15/07/2016 15:43,1
87.97,35,48918.55,149.25,Secured secondary superstructure,Wrexham,Male,Wales,24/03/2016 05:38,0
78.17,27,65227.79,192.27,Automated mobile model,Livingston,Male,Scotland,26/04/2016 20:57,0
67.91,23,55002.05,146.8,Re-engineered non-volatile neural-net,East Kilbride,Male,Scotland,12/01/2016 03:28,1
85.77,27,52261.73,191.78,Implemented disintermediate attitude,Livingston,Male,Scotland,09/04/2016 23:26,0
41.16,49,59448.44,150.83,Configurable interactive contingency,Glasgow,Male,Scotland,28/03/2016 09:15,1
53.54,39,47314.45,108.03,Optimized systemic capability,Newport,Female,Wales,23/06/2016 11:05,1
73.94,26,55411.06,236.15,Front-line non-volatile implementation,Dundee,Male,Scotland,24/01/2016 01:53,0
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,Barry,Male,Wales,15/04/2016 10:18,0
84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Birmingham,Male,England,26/04/2016 13:13,0
70.13,31,70889.68,224.98,Profit-focused systemic support,Sheffield,Female,England,16/05/2016 23:21,0
40.19,37,55358.88,136.99,Right-sized system-worthy project,Leeds,Female,England,18/01/2016 02:51,1
58.95,55,56242.7,131.29,Proactive actuating Graphical User Interface,Aberdeen,Male,Scotland,20/06/2016 08:34,1
35.76,51,45522.44,195.07,Versatile optimizing projection,Nottingham,Female,England,18/07/2016 04:53,1
59.36,49,46931.03,110.84,Universal multi-state system engine,Rhyl,Female,Wales,01/07/2016 01:12,1
91.1,40,55499.69,198.13,Secured intermediate approach,Birmingham,Male,England,07/03/2016 22:51,0
61.04,41,75805.12,149.21,Operative didactic Local Area Network,Dunfermline,Female,Scotland,02/05/2016 15:31,1
74.06,23,40345.49,225.99,Phased content-based middleware,Southampton,Female,England,23/07/2016 06:18,0
64.63,45,15598.29,158.8,Triple-buffered high-level Internet solution,Sheffield,Male,England,12/06/2016 03:11,1
81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,Edinburgh,Female,Scotland,15/02/2016 20:41,0
76.07,36,68033.54,235.56,Implemented bottom-line implementation,Paisley,Female,Scotland,23/01/2016 01:42,0
75.92,22,38427.66,182.65,Monitored context-sensitive initiative,Livingston,Female,Scotland,26/02/2016 01:18,0
78.35,46,53185.34,253.48,Pre-emptive client-server open system,Llanelli,Female,Wales,11/01/2016 02:07,0
46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Wrexham,Male,Wales,04/04/2016 13:56,1
44.33,41,43386.07,120.63,Ergonomic empowering frame,Rhyl,Female,Wales,14/01/2016 09:27,1
46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Llanelli,Male,Wales,25/04/2016 03:18,1
66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,Birmingham,Female,England,05/03/2016 23:02,0
84.31,29,47139.21,225.87,Object-based optimal solution,Aberdeen,Female,Scotland,06/01/2016 21:43,0
83.66,38,68877.02,175.14,Profound dynamic attitude,East Kilbride,Female,Scotland,18/02/2016 03:58,0
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Rhyl,Male,Wales,16/04/2016 14:15,0
85.26,32,55424.24,224.07,Reverse-engineered dynamic function,Dunfermline,Male,Scotland,24/02/2016 06:18,0
86.53,46,46500.11,233.36,Networked responsive application,London,Female,England,29/06/2016 01:19,0
76.44,26,58820.16,224.2,Distributed intangible database,Cumbernauld,Male,Scotland,05/01/2016 06:34,0
52.84,43,28495.21,122.31,Multi-tiered mobile encoding,Liverpool,Female,England,16/07/2016 10:14,1
85.24,31,61840.26,182.84,Optional contextually-based flexibility,Cumbernauld,Male,Scotland,17/06/2016 03:23,0
74.71,46,37908.29,258.06,Proactive local focus group,Bristol,Male,England,13/06/2016 11:06,0
82.95,39,69805.7,201.29,Customer-focused impactful success,Newport,Female,Wales,05/04/2016 08:18,0
76.42,26,60315.19,223.16,Open-source optimizing parallelism,Barry,Male,Wales,17/04/2016 18:38,0
42.04,49,67323,182.11,Organic logistical adapter,Livingston,Female,Scotland,03/02/2016 16:54,1
46.28,26,50055.33,228.78,Stand-alone eco-centric system engine,Cumbernauld,Male,Scotland,18/04/2016 21:07,1
48.26,50,43573.66,122.45,User-centric intermediate knowledge user,East Kilbride,Male,Scotland,18/06/2016 22:31,1
71.03,55,28186.65,150.77,Programmable didactic capacity,Livingston,Female,Scotland,12/03/2016 07:18,1
81.37,33,66412.04,215.04,Enhanced regional conglomeration,Swansea,Female,Wales,15/01/2016 01:20,0
58.05,32,15879.1,195.54,Total asynchronous architecture,Cwmbran,Male,Wales,12/02/2016 10:39,1
75,29,63965.16,230.36,Secured upward-trending benchmark,Nottingham,Male,England,16/02/2016 02:29,0
79.61,31,58342.63,235.97,Customizable value-added project,East Kilbride,Female,Scotland,04/04/2016 21:23,0
52.56,31,33147.19,250.36,Integrated interactive support,Tonypandy,Male,Wales,24/04/2016 01:48,1
62.18,33,65899.68,126.44,Reactive impactful challenge,Cwmbran,Female,Wales,20/05/2016 00:00,1
77.89,26,64188.5,201.54,Switchable multi-state success,Bristol,Female,England,15/05/2016 03:10,0
66.08,61,58966.22,184.23,Synchronized multi-tasking ability,Dundee,Male,Scotland,07/01/2016 23:02,1
89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,Leeds,Female,England,19/07/2016 12:05,0
49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,Edinburgh,Male,Scotland,04/04/2016 00:02,1
77.44,28,65620.25,210.39,Front-line incremental access,Bristol,Female,England,10/06/2016 04:21,0
82.58,38,65496.78,225.23,Open-architected zero administration secured line,Birmingham,Male,England,11/03/2016 14:50,0
39.36,29,52462.04,161.79,Mandatory disintermediate info-mediaries,Wrexham,Male,Wales,14/01/2016 20:58,1
47.23,38,70582.55,149.8,Implemented context-sensitive Local Area Network,Barry,Male,Wales,22/06/2016 05:22,1
87.85,34,51816.27,153.01,Digitized interactive initiative,Birmingham,Female,England,19/03/2016 08:00,0
65.57,46,23410.75,130.86,Implemented asynchronous application,Bridgend,Female,Wales,15/04/2016 15:07,1
78.01,26,62729.4,200.71,Focused multi-state workforce,Cwmbran,Male,Wales,28/03/2016 02:29,0
44.15,28,48867.67,141.96,Proactive secondary monitoring,Dundee,Male,Scotland,22/01/2016 15:03,1
43.57,36,50971.73,125.2,Front-line upward-trending groupware,Bristol,Male,England,25/06/2016 17:33,1
76.83,28,67990.84,192.81,Quality-focused 5thgeneration orchestration,Manchester,Female,England,04/03/2016 14:33,0
42.06,34,43241.19,131.55,Multi-layered secondary software,East Kilbride,Female,Scotland,29/06/2016 02:48,1
76.27,27,60082.66,226.69,Total coherent superstructure,Nottingham,Male,England,18/06/2016 01:42,0
74.27,37,65180.97,247.05,Monitored executive architecture,Sheffield,Male,England,31/01/2016 09:57,0
73.27,28,67301.39,216.24,Front-line multi-state hub,Bridgend,Male,Wales,22/05/2016 15:17,0
74.58,36,70701.31,230.52,Configurable mission-critical algorithm,Dundee,Female,Scotland,22/07/2016 11:05,0
77.5,28,60997.84,225.34,Face-to-face responsive alliance,Cumbernauld,Male,Scotland,13/07/2016 14:05,0
87.16,33,60805.93,197.15,Reduced holistic help-desk,Liverpool,Female,England,11/02/2016 11:50,0
87.16,37,50711.68,231.95,Pre-emptive content-based frame,Liverpool,Male,England,16/03/2016 20:33,0
66.26,47,14548.06,179.04,Optional full-range projection,Swansea,Male,Wales,25/04/2016 19:31,1
65.15,29,41335.84,117.3,Expanded value-added emulation,Aberdeen,Female,Scotland,14/07/2016 22:43,1
68.25,33,76480.16,198.86,Organic well-modulated database,Liverpool,Male,England,30/05/2016 08:02,0
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,Leeds,Female,England,14/02/2016 11:36,0
39.19,54,52581.16,173.05,Stand-alone empowering benchmark,Cardiff,Female,Wales,23/01/2016 21:15,1
80.15,25,55195.61,214.49,Monitored intermediate circuit,Leeds,Female,England,18/07/2016 02:51,0
86.76,28,48679.54,189.91,Object-based leadingedge complexity,Cumbernauld,Female,Scotland,10/02/2016 08:21,0
73.88,29,63109.74,233.61,Digitized zero-defect implementation,Cumbernauld,Female,Scotland,04/01/2016 06:37,0
58.6,19,44490.09,197.93,Configurable impactful firmware,Hamilton,Male,Scotland,05/06/2016 21:38,0
69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,Leeds,Female,England,01/06/2016 03:17,1
87.27,30,51824.01,204.27,Fully-configurable 5thgeneration circuit,Bristol,Male,England,06/03/2016 06:51,1
77.65,28,66198.66,208.01,Configurable impactful capacity,Manchester,Female,England,26/02/2016 19:35,0
76.02,40,73174.19,219.55,Distributed leadingedge orchestration,Leeds,Female,England,13/07/2016 14:30,0
78.84,26,56593.8,217.66,Persistent even-keeled application,East Kilbride,Male,Scotland,29/06/2016 07:20,0
71.33,23,31072.44,169.4,Optimized attitude-oriented initiative,Aberdeen,Female,Scotland,15/03/2016 06:54,1
81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,Bridgend,Female,Wales,11/06/2016 06:47,0
46.89,48,72553.94,176.78,Polarized mission-critical structure,Barry,Male,Wales,17/07/2016 13:22,1
77.8,57,43708.88,152.94,Virtual executive implementation,Paisley,Female,Scotland,14/02/2016 14:38,1
45.44,43,48453.55,119.27,Enhanced intermediate standardization,Birmingham,Female,England,04/05/2016 05:01,1
69.96,31,73413.87,214.06,Realigned tangible collaboration,Rhyl,Male,Wales,20/05/2016 12:17,0
87.35,35,58114.3,158.29,Cloned dedicated analyzer,Sheffield,Male,England,26/01/2016 02:47,0
49.42,53,45465.25,128,Ameliorated well-modulated complexity,Livingston,Male,Scotland,07/07/2016 18:07,1
71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,Glasgow,Male,Scotland,11/01/2016 12:46,0
49.19,38,61004.51,123.08,Versatile solution-oriented secured line,Dundee,Female,Scotland,12/05/2016 12:11,1
39.96,35,53898.89,138.52,Phased leadingedge budgetary management,Cwmbran,Male,Wales,28/02/2016 23:21,1
85.01,29,59797.64,192.5,Devolved exuding Local Area Network,East Kilbride,Female,Scotland,03/05/2016 16:02,0
68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,Leeds,Male,England,15/03/2016 20:19,0
67.59,45,58677.69,113.69,User-centric solution-oriented emulation,Liverpool,Female,England,23/07/2016 05:21,1
75.71,34,62109.8,246.06,Phased hybrid intranet,Birmingham,Female,England,11/03/2016 10:01,0
43.07,36,60583.02,137.63,Monitored zero administration collaboration,Paisley,Male,Scotland,11/02/2016 20:45,1
39.47,43,65576.05,163.48,Team-oriented systematic installation,Bridgend,Male,Wales,06/07/2016 23:09,1
48.22,40,73882.91,214.33,Inverse national core,Glasgow,Female,Scotland,22/03/2016 19:14,0
76.76,25,50468.36,230.77,Secured uniform instruction set,Birmingham,Male,England,26/05/2016 13:28,0
78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,Nottingham,Female,England,18/06/2016 19:10,0
67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,Southampton,Male,England,20/03/2016 07:12,0
81.17,30,57195.96,231.91,Optimized static archive,Southampton,Male,England,03/06/2016 07:00,0
89.66,34,52802.58,171.23,Advanced didactic conglomeration,Paisley,Male,Scotland,03/02/2016 15:15,0
79.6,28,56570.06,227.37,Synergistic discrete middleware,Southampton,Male,England,03/05/2016 16:55,0
65.53,19,51049.47,190.17,Pre-emptive client-server installation,Birmingham,Male,England,20/06/2016 02:25,0
61.87,35,66629.61,250.2,Multi-channeled attitude-oriented toolset,London,Male,England,10/07/2016 19:15,0
83.16,41,70185.06,194.95,Decentralized 24hour approach,Nottingham,Female,England,04/01/2016 04:00,0
44.11,41,43111.41,121.24,Organic next generation matrix,Sheffield,Male,England,20/04/2016 16:49,1
56.57,26,56435.6,131.98,Multi-channeled non-volatile website,Dundee,Female,Scotland,23/01/2016 13:14,1
83.91,29,53223.58,222.87,Distributed bifurcated challenge,Nottingham,Female,England,04/01/2016 22:27,0
79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,Cumbernauld,Male,Scotland,08/04/2016 22:40,0
71.23,52,41521.28,122.59,Self-enabling zero administration neural-net,Manchester,Female,England,05/01/2016 11:53,1
47.23,43,73538.09,210.87,Optimized upward-trending productivity,Cumbernauld,Male,Scotland,17/03/2016 22:24,1
82.37,30,63664.32,207.44,Open-architected system-worthy ability,Birmingham,Female,England,29/06/2016 04:23,0
43.63,38,61757.12,135.25,Quality-focused maximized extranet,Hamilton,Male,Scotland,25/05/2016 19:45,1
70.9,28,71727.51,190.95,Centralized client-driven workforce,London,Female,England,17/06/2016 23:19,0
71.9,29,72203.96,193.29,De-engineered intangible flexibility,Bristol,Male,England,24/04/2016 07:20,0
62.12,37,50671.6,105.86,Re-engineered intangible software,Wrexham,Male,Wales,18/03/2016 13:00,1
67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,Tonypandy,Female,Wales,28/04/2016 21:58,1
57.99,50,62466.1,124.58,Innovative homogeneous alliance,Newcastle,Female,England,12/02/2016 08:46,1
66.8,29,59683.16,248.51,Diverse leadingedge website,Wrexham,Female,Wales,11/07/2016 13:23,1
49.13,32,41097.17,120.49,Optimized intermediate help-desk,Birmingham,Female,England,29/01/2016 00:45,1
45.11,58,39799.73,195.69,Sharable reciprocal project,Newport,Female,Wales,05/01/2016 16:26,1
54.35,42,76984.21,164.02,Proactive interactive service-desk,Glasgow,Female,Scotland,20/06/2016 08:22,0
61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,Edinburgh,Male,Scotland,06/02/2016 17:48,1
77.75,31,59047.91,240.64,Multi-lateral motivating circuit,Southampton,Male,England,22/06/2016 17:19,0
70.61,28,72154.68,190.12,Assimilated encompassing portal,Sheffield,Female,England,16/04/2016 05:24,0
82.72,31,65704.79,179.82,Cross-group global orchestration,East Kilbride,Female,Scotland,17/01/2016 05:07,0
76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,Llanelli,Female,Wales,08/07/2016 22:30,0
65.07,34,73941.91,227.53,Monitored explicit hierarchy,Barry,Male,Wales,11/03/2016 00:05,0
56.93,37,57887.64,111.8,Reactive demand-driven strategy,Wrexham,Female,Wales,10/06/2016 00:35,1
48.86,35,62463.7,128.37,Universal empowering adapter,Liverpool,Male,England,04/01/2016 00:44,1
36.56,29,42838.29,195.89,Team-oriented bi-directional secured line,Bridgend,Female,Wales,01/01/2016 15:14,1
85.73,32,43778.88,147.75,Stand-alone radical throughput,East Kilbride,Male,Scotland,10/07/2016 17:24,1
75.81,40,71157.05,229.19,Inverse zero-defect capability,Glasgow,Female,Scotland,27/03/2016 19:50,0
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Birmingham,Female,England,29/04/2016 13:38,0
53.63,54,50333.72,126.29,Front-line zero-defect array,Aberdeen,Male,Scotland,08/01/2016 18:13,1
52.35,25,33293.78,147.61,Mandatory 4thgeneration structure,Liverpool,Male,England,05/06/2016 07:54,1
52.84,51,38641.2,121.57,Synergistic asynchronous superstructure,Livingston,Male,Scotland,29/06/2016 10:50,1
51.58,33,49822.78,115.91,Vision-oriented system-worthy forecast,Birmingham,Female,England,24/04/2016 13:46,1
42.32,29,63891.29,187.09,Digitized radical architecture,Sheffield,Male,England,14/02/2016 04:14,1
55.04,42,43881.73,106.96,Quality-focused optimizing parallelism,Llanelli,Male,Wales,15/06/2016 05:43,1
68.58,41,13996.5,171.54,Exclusive discrete firmware,Manchester,Male,England,06/07/2016 12:04,1
85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,Barry,Male,Wales,31/03/2016 13:54,0
71.14,30,69758.31,224.82,Assimilated stable encryption,Manchester,Female,England,21/06/2016 00:52,0
64.38,19,52530.1,180.47,Configurable dynamic secured line,Bristol,Male,England,27/05/2016 05:23,0
88.85,40,58363.12,213.96,Cloned optimal leverage,Newport,Female,Wales,17/01/2016 18:45,0
66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,Leeds,Male,England,07/04/2016 20:34,1
32.6,45,48206.04,185.47,Multi-tiered interactive neural-net,Cardiff,Female,Wales,02/05/2016 18:37,1
43.88,54,31523.09,166.85,Enhanced methodical database,Cwmbran,Male,Wales,04/06/2016 17:24,1
56.46,26,66187.58,151.63,Ameliorated leadingedge help-desk,London,Female,England,07/04/2016 18:52,1
72.18,30,69438.04,225.02,De-engineered attitude-oriented projection,Bristol,Female,England,10/06/2016 22:21,0
52.67,44,14775.5,191.26,Persevering 5thgeneration knowledge user,London,Female,England,19/05/2016 06:37,1
80.55,35,68016.9,219.91,Extended grid-enabled hierarchy,Wrexham,Female,Wales,28/03/2016 23:01,0
67.85,41,78520.99,202.7,Reactive tangible contingency,London,Male,England,21/01/2016 22:51,1
75.55,36,31998.72,123.71,Decentralized attitude-oriented interface,Southampton,Male,England,12/03/2016 06:05,1
80.46,29,56909.3,230.78,Mandatory coherent groupware,Leeds,Female,England,04/06/2016 09:13,0
82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,Southampton,Male,England,24/05/2016 10:16,0
35.21,39,52340.1,154,Advanced disintermediate data-warehouse,Swansea,Male,Wales,25/03/2016 06:36,1
36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,Bridgend,Male,Wales,22/04/2016 00:28,1
74.07,22,50950.24,165.43,Cross-group non-volatile secured line,Sheffield,Male,England,22/03/2016 04:13,0
59.96,33,77143.61,197.66,Expanded modular application,Barry,Female,Wales,14/01/2016 08:27,1
